date,delinquency_rate_change_bps
2028-04-28,0.5454
2028-05-01,0.2741
2028-05-02,0.2266
2028-05-03,-0.2035
2028-05-04,-0.2699
2028-05-05,-0.5546
2028-05-08,-0.0494
2028-05-09,-0.1092
2028-05-10,0.1011
2028-05-11,-0.1427
2028-05-12,-0.2388
2028-05-15,0.2384
2028-05-16,-0.1437
2028-05-17,-0.6295
2028-05-18,-0.2684
2028-05-19,-0.5088
2028-05-22,-0.4473
2028-05-23,-0.0039
2028-05-24,-0.248
2028-05-25,0.1098
2028-05-26,-0.1363
2028-05-29,0.3627
2028-05-30,4.8627
2028-05-31,3.4124
2028-06-01,1.9743
2028-06-02,1.1601
2028-06-05,0.4697
2028-06-06,0.3512
2028-06-07,0.5625
2028-06-08,-0.0853
2028-06-09,0.2224
2028-06-12,-0.2593
2028-06-13,-0.4187
2028-06-14,-0.7959
2028-06-15,0.138
2028-06-16,0.1032
2028-06-19,0.1374
2028-06-20,-0.1176
2028-06-21,0.2471
2028-06-22,-0.4777
2028-06-23,-0.2882
2028-06-26,0.4833
2028-06-27,0.1851
2028-06-28,0.1199
2028-06-29,0.276
2028-06-30,-0.0723
2028-07-03,-0.038
2028-07-04,0.2647
2028-07-05,0.2225
2028-07-06,0.2492
2028-07-07,0.0497
2028-07-10,0.1255
2028-07-11,0.0945
2028-07-12,0.4951
2028-07-13,0.5243
2028-07-14,0.252
2028-07-17,-0.5778
2028-07-18,-0.1435
2028-07-19,0.1376
2028-07-20,-0.1898
2028-07-21,-0.7172
2028-07-24,-0.7872
2028-07-25,-0.2102
2028-07-26,-0.4498
2028-07-27,-0.4167
2028-07-28,-0.1922
2028-07-31,0.2481
2028-08-01,0.1484
2028-08-02,0.0619
2028-08-03,-0.1263
2028-08-04,0.4109
2028-08-07,0.5745
2028-08-08,0.3277
2028-08-09,-0.2158
2028-08-10,-0.3709
2028-08-11,-0.0561
2028-08-14,-0.2512
2028-08-15,0.1119
2028-08-16,0.1778
2028-08-17,0.198
2028-08-18,0.3188
2028-08-21,0.3472
2028-08-22,-0.0413
2028-08-23,-0.1233
2028-08-24,0.6255
2028-08-25,0.0254
2028-08-28,-0.1266
2028-08-29,0.2412
2028-08-30,0.1018
2028-08-31,-0.1805
2028-09-01,-0.5089
2028-09-04,-0.1547
2028-09-05,0.2101
2028-09-06,0.5502
2028-09-07,0.3573
2028-09-08,0.535
2028-09-11,0.0218
2028-09-12,0.0639
2028-09-13,-0.1636
2028-09-14,-0.0493
2028-09-15,0.1947
2028-09-18,0.4416
2028-09-19,-0.0232
2028-09-20,0.3659
2028-09-21,0.0845
2028-09-22,-0.2553
2028-09-25,-0.2095
2028-09-26,-0.5686
2028-09-27,-0.3512
2028-09-28,-0.1308
2028-09-29,-0.1412
2028-10-02,0.0733
